travelCode,userCode_x_x,name_x,place,days,hotel_perday,hotel_total,date_x,from,to,flightType,flight_cost,time,distance,agency,company,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus,Total_car_price,no_of_guest,guest_name,total_passenger
3442,34,Hotel K,Salvador (BH),2,263.41,526.82,04/22/2021,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['William Brown', 'Billy Taylor', 'Pamela Simmons']",4
3444,34,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/06/2021,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Kenneth Ortiz', 'Matthew Shelton', 'Ashley Gilbert']",4
3448,34,Hotel BP,Brasilia (DF),3,247.62,742.86,06/03/2021,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Eric Koch', 'Pamela Perry', 'Cynthia Hart']",4
3451,34,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/24/2021,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,4You,female,21,Nunezport,Hannahborough,Hatchback,Avis,5.0,392.69,466.0,Partial,Pending,872.8,3,"['Alexa Morrison', 'Mary Sellers', 'Michelle Reyes']",4
3455,34,Hotel BD,Natal (RN),3,242.88,728.64,07/22/2021,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Jacob Young', 'Cheryl Mathis', 'Stacy Cook', 'Amy Vega']",5
3459,34,Hotel BD,Natal (RN),3,242.88,728.64,08/19/2021,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Sharon Meyer', 'Andrea King', 'Danny Saunders', 'Veronica Smith']",5
3467,34,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/14/2021,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Jennifer Hood'],2
3473,34,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/25/2021,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3474,34,Hotel Z,Aracaju (SE),1,208.04,208.04,12/02/2021,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Sandra Sims', 'Sean Kramer', 'Curtis Cuevas']",4
3482,34,Hotel Z,Aracaju (SE),3,208.04,624.12,01/27/2022,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Jon Murphy'],2
3488,34,Hotel Z,Aracaju (SE),4,208.04,832.16,03/10/2022,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3491,34,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/31/2022,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Allen Snyder', 'Russell Skinner']",3
3495,34,Hotel K,Salvador (BH),2,263.41,526.82,04/28/2022,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Michael Arnold', 'Katherine Brown', 'Jessica Knight', 'Jaclyn Thomas']",5
3498,34,Hotel A,Florianopolis (SC),1,313.02,313.02,05/19/2022,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3509,34,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/04/2022,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Lisa Rice', 'Alexis Mcclure']",3
3514,34,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/08/2022,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,4You,female,21,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3520,34,Hotel BD,Natal (RN),2,242.88,485.76,10/20/2022,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,4You,female,21,East Natashamouth,Wendyview,Sedan,Hertz,5.0,173.07,298.0,Full-to-Full,Cancelled,838.4,4,"['Jessica Valentine', 'Cory Meadows', 'Jenna Hartman', 'Diane Rodriguez']",5
3525,35,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/24/2019,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Jacob Cunningham', 'Julie Stanton', 'Dr. Cynthia Myers', 'Melissa Hill']",5
3526,35,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/31/2019,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Kim Larsen'],2
3534,35,Hotel BD,Natal (RN),2,242.88,485.76,12/26/2019,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Leslie Harris', 'Warren Ellis', 'Robert Mercado']",4
3536,35,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/09/2020,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3539,35,Hotel BD,Natal (RN),2,242.88,485.76,01/30/2020,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3546,35,Hotel BP,Brasilia (DF),4,247.62,990.48,03/19/2020,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Diane Osborne', 'Nancy Smith']",3
3548,35,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/02/2020,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Kenneth Ward', 'Tracy Brewer', 'Jennifer Levine', 'Ryan Ware']",5
3552,35,Hotel Z,Aracaju (SE),4,208.04,832.16,04/30/2020,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3555,35,Hotel BP,Brasilia (DF),1,247.62,247.62,05/21/2020,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Nicole Sandoval', 'Melissa Camacho', 'Bianca Garcia', 'Matthew Nash']",5
3560,35,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/25/2020,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3562,35,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/09/2020,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['William Ortiz'],2
3563,35,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/16/2020,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,4You,none,34,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Benjamin Adkins', 'Timothy Burnett', 'Gary Munoz']",4
3570,36,Hotel AU,Recife (PE),3,312.83,938.49,10/17/2019,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3574,36,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,4You,none,56,West Jessica,New Jenniferchester,Sedan,Avis,1.0,128.59,133.0,Prepaid,Confirmed,226.4,4,"['Teresa Jordan', 'Amy Jenkins', 'Stephen White', 'Mrs. Cassandra Nguyen']",5
3575,36,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/21/2019,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Ronald Williams'],2
3577,36,Hotel Z,Aracaju (SE),1,208.04,208.04,12/05/2019,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3581,36,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/02/2020,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['George Hart', 'Melissa Santos']",3
3583,36,Hotel A,Florianopolis (SC),1,313.02,313.02,01/16/2020,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Barbara Hancock', 'Lawrence Graves', 'Karen Garcia']",4
3584,36,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/23/2020,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3586,36,Hotel AU,Recife (PE),4,312.83,1251.32,02/06/2020,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Andrea Vega'],2
3587,36,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/13/2020,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Greg Cooper', 'Danielle Good']",3
3589,36,Hotel BD,Natal (RN),1,242.88,242.88,02/27/2020,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Joanne Lawrence'],2
3590,36,Hotel BD,Natal (RN),1,242.88,242.88,03/05/2020,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Kayla Martin'],2
3591,36,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/12/2020,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['James Aguilar', 'Tracy Ford']",3
3595,36,Hotel BP,Brasilia (DF),2,247.62,495.24,04/09/2020,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Matthew Moore'],2
3596,36,Hotel A,Florianopolis (SC),3,313.02,939.06,04/16/2020,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,4You,none,56,New Joseph,Johnstonshire,Luxury,Enterprise,5.0,994.02,337.0,Prepaid,Pending,1119.6,2,"['Ruth Woodward', 'George Stephens']",3
3597,36,Hotel Z,Aracaju (SE),4,208.04,832.16,04/23/2020,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3602,36,Hotel Z,Aracaju (SE),4,208.04,832.16,05/28/2020,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Dawn Phillips', 'Thomas Hall']",3
3603,36,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/04/2020,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Heather Jackson', 'Chad Wheeler']",3
3608,36,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/09/2020,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Angel Ward', 'Samantha Williams', 'Jared Thompson']",4
3610,36,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/23/2020,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Shawn Allen', 'Derek Carey']",3
3611,36,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/30/2020,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Caitlin Young', 'Alyssa Brown']",3
3619,36,Hotel BP,Brasilia (DF),2,247.62,495.24,09/24/2020,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3620,36,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/01/2020,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Jeremy Matthews', 'Gregory Morgan', 'Rhonda Parks']",4
3622,36,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/15/2020,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Diane Valdez', 'David Williams', 'Jennifer Conley', 'Joseph Bryant']",5
3623,36,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/22/2020,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3625,36,Hotel AU,Recife (PE),1,312.83,312.83,11/05/2020,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3626,36,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/12/2020,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Joseph Phillips', 'Craig Hamilton', 'Victoria Jones', 'Johnny Roach']",5
3631,36,Hotel BD,Natal (RN),3,242.88,728.64,12/17/2020,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Marvin Montgomery', 'Traci Randall']",3
3638,36,Hotel Z,Aracaju (SE),3,208.04,624.12,02/04/2021,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,4You,none,56,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Lawrence Brown DDS'],2
3643,37,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/03/2019,Recife (PE),Campo Grande (MS),economic,615.59,1.39,535.4,Rainbow,4You,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Derek White PhD', 'Jonathan Lewis', 'James Fitzgerald']",4
3650,37,Hotel Z,Aracaju (SE),1,208.04,208.04,11/21/2019,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,4You,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Stephanie Vazquez'],2
3651,37,Hotel K,Salvador (BH),4,263.41,1053.64,11/28/2019,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,4You,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Robert Jackson', 'Michael Wells', 'Andrew Henderson', 'Anna Howard']",5
3658,38,Hotel BD,Natal (RN),3,242.88,728.64,10/10/2019,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,4You,female,47,Port Andrewborough,North Benjamin,Sedan,Avis,3.0,190.58,173.0,Partial,Pending,498.4,0,[],1
3659,38,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/17/2019,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3660,38,Hotel A,Florianopolis (SC),2,313.02,626.04,10/24/2019,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Anita Martinez', 'Carlos Lamb', 'Robert Coleman']",4
3668,38,Hotel K,Salvador (BH),2,263.41,526.82,12/19/2019,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3682,38,Hotel K,Salvador (BH),3,263.41,790.23,03/26/2020,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3683,38,Hotel BP,Brasilia (DF),3,247.62,742.86,04/02/2020,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['David Case', 'Teresa Williams', 'Barbara Murphy']",4
3688,38,Hotel AU,Recife (PE),3,312.83,938.49,05/07/2020,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,4You,female,47,West Natashaburgh,Stevensfort,Luxury,Hertz,5.0,601.31,487.0,Prepaid,Pending,1239.6,3,"['John Brewer', 'Megan Hall', 'Stephen Nichols']",4
3689,38,Hotel A,Florianopolis (SC),2,313.02,626.04,05/14/2020,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Ryan Moore', 'Carolyn Mckinney', 'Jeffrey Sanders', 'Kelsey Reeves']",5
3693,38,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/11/2020,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3699,38,Hotel K,Salvador (BH),1,263.41,263.41,07/23/2020,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3702,38,Hotel BP,Brasilia (DF),1,247.62,247.62,08/13/2020,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['David Taylor', 'Joyce Gray', 'Steven Conley', 'Paul Robinson']",5
3707,38,Hotel K,Salvador (BH),1,263.41,263.41,09/17/2020,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Shelley Thomas', 'Harold Fuentes']",3
3714,38,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/05/2020,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Matthew Thomas', 'Jeffrey Petty']",3
3718,38,Hotel Z,Aracaju (SE),1,208.04,208.04,12/03/2020,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Kimberly Hernandez', 'Jeffery Young']",3
3720,38,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/17/2020,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Richard Howell', 'Jonathan Flores', 'Michael Yang', 'Debra Meadows']",5
3721,38,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/24/2020,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3726,38,Hotel A,Florianopolis (SC),4,313.02,1252.08,01/28/2021,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Amy Myers', 'Dr. James Rivera', 'Gina Hunter PhD', 'Casey Skinner']",5
3727,38,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/04/2021,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Kevin Stewart', 'Charles Mcknight', 'Donald Moore', 'Crystal Patterson']",5
3728,38,Hotel AU,Recife (PE),2,312.83,625.66,02/11/2021,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Angela Snyder', 'Benjamin Smith']",3
3729,38,Hotel BD,Natal (RN),4,242.88,971.52,02/18/2021,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,4You,female,47,Lake Phillip,East Brittany,Hatchback,Hertz,1.0,164.81,143.0,Partial,Pending,214.39999999999998,1,['Brittany Cole'],2
3734,38,Hotel BD,Natal (RN),4,242.88,971.52,03/25/2021,Aracaju (SE),Natal (RN),firstClass,549.96,0.46,176.33,Rainbow,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3738,38,Hotel BP,Brasilia (DF),3,247.62,742.86,04/22/2021,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Corey Thompson', 'Marc Brown']",3
3739,38,Hotel BP,Brasilia (DF),4,247.62,990.48,04/29/2021,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Heidi Kidd'],2
3742,38,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/20/2021,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Brittany Lane'],2
3743,38,Hotel BD,Natal (RN),4,242.88,971.52,05/27/2021,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Cynthia Smith', 'Katrina Kim', 'Jacob Williams']",4
3745,38,Hotel K,Salvador (BH),3,263.41,790.23,06/10/2021,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,0,[],1
3749,38,Hotel BD,Natal (RN),1,242.88,242.88,07/08/2021,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,4You,female,47,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Sheryl Jones'],2
3759,39,Hotel A,Florianopolis (SC),4,313.02,1252.08,09/26/2019,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,4You,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Ariel Johnson', 'Raymond House']",3
3764,39,Hotel AF,Sao Paulo (SP),2,139.1,278.2,10/31/2019,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,4You,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,3,"['Gary Cordova', 'Luis Johnson', 'Dillon Castillo']",4
3765,39,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/07/2019,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,4You,female,48,Alisonberg,Brianview,SUV,Hertz,3.0,371.72,290.0,Prepaid,Cancelled,652.0,0,[],1
3770,39,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/12/2019,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,4You,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,4,"['Christina Holmes', 'Danielle Huynh', 'Christian Lopez', 'Todd Gutierrez']",5
3772,39,Hotel Z,Aracaju (SE),3,208.04,624.12,12/26/2019,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,4You,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Amanda Adams', 'Sarah Brooks']",3
3779,39,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/13/2020,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,4You,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Tami Carpenter'],2
3784,39,Hotel Z,Aracaju (SE),2,208.04,416.08,03/19/2020,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,4You,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,1,['Christine Gomez DDS'],2
3787,39,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/09/2020,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,4You,female,48,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0,2,"['Steven Henson', 'Crystal Brown']",3
